<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
04.10.2018;17:34:00;115250.0000000;115260.0000000;115150.0000000;115170.0000000
04.10.2018;17:35:00;115180.0000000;115230.0000000;115170.0000000;115200.0000000
04.10.2018;17:36:00;115190.0000000;115240.0000000;115150.0000000;115230.0000000
04.10.2018;17:37:00;115230.0000000;115280.0000000;115170.0000000;115180.0000000
04.10.2018;17:38:00;115190.0000000;115220.0000000;115140.0000000;115220.0000000
04.10.2018;17:39:00;115230.0000000;115260.0000000;115130.0000000;115140.0000000
04.10.2018;17:40:00;115140.0000000;115180.0000000;115120.0000000;115140.0000000
04.10.2018;17:41:00;115130.0000000;115180.0000000;115120.0000000;115160.0000000
04.10.2018;17:42:00;115160.0000000;115170.0000000;115070.0000000;115100.0000000
04.10.2018;17:43:00;115100.0000000;115160.0000000;115080.0000000;115150.0000000
04.10.2018;17:44:00;115150.0000000;115180.0000000;115100.0000000;115160.0000000
04.10.2018;17:45:00;115150.0000000;115180.0000000;115100.0000000;115100.0000000
04.10.2018;17:46:00;115100.0000000;115140.0000000;115060.0000000;115090.0000000
04.10.2018;17:47:00;115100.0000000;115180.0000000;115080.0000000;115160.0000000
04.10.2018;17:48:00;115160.0000000;115210.0000000;115120.0000000;115210.0000000
04.10.2018;17:49:00;115210.0000000;115230.0000000;115170.0000000;115210.0000000
04.10.2018;17:50:00;115220.0000000;115220.0000000;115120.0000000;115180.0000000
04.10.2018;17:51:00;115160.0000000;115240.0000000;115160.0000000;115230.0000000
04.10.2018;17:52:00;115230.0000000;115270.0000000;115180.0000000;115180.0000000
04.10.2018;17:53:00;115180.0000000;115180.0000000;115130.0000000;115130.0000000
04.10.2018;17:54:00;115130.0000000;115200.0000000;115120.0000000;115160.0000000
04.10.2018;17:55:00;115160.0000000;115170.0000000;115130.0000000;115170.0000000
04.10.2018;17:56:00;115160.0000000;115170.0000000;115140.0000000;115150.0000000
04.10.2018;17:57:00;115160.0000000;115250.0000000;115130.0000000;115180.0000000
04.10.2018;17:58:00;115160.0000000;115160.0000000;115100.0000000;115130.0000000
04.10.2018;17:59:00;115130.0000000;115150.0000000;115070.0000000;115130.0000000
04.10.2018;18:00:00;115130.0000000;115140.0000000;115050.0000000;115100.0000000
04.10.2018;18:01:00;115090.0000000;115210.0000000;115060.0000000;115200.0000000
04.10.2018;18:02:00;115190.0000000;115300.0000000;115150.0000000;115290.0000000
04.10.2018;18:03:00;115290.0000000;115350.0000000;115270.0000000;115310.0000000
04.10.2018;18:04:00;115310.0000000;115360.0000000;115260.0000000;115350.0000000
04.10.2018;18:05:00;115360.0000000;115420.0000000;115330.0000000;115410.0000000
04.10.2018;18:06:00;115410.0000000;115420.0000000;115340.0000000;115370.0000000
04.10.2018;18:07:00;115370.0000000;115410.0000000;115350.0000000;115390.0000000
04.10.2018;18:08:00;115390.0000000;115420.0000000;115350.0000000;115420.0000000
04.10.2018;18:09:00;115410.0000000;115420.0000000;115310.0000000;115340.0000000
04.10.2018;18:10:00;115330.0000000;115370.0000000;115250.0000000;115280.0000000
04.10.2018;18:11:00;115290.0000000;115350.0000000;115290.0000000;115320.0000000
04.10.2018;18:12:00;115310.0000000;115350.0000000;115300.0000000;115350.0000000
04.10.2018;18:13:00;115350.0000000;115410.0000000;115340.0000000;115390.0000000
04.10.2018;18:14:00;115380.0000000;115400.0000000;115260.0000000;115270.0000000
04.10.2018;18:15:00;115260.0000000;115290.0000000;115200.0000000;115280.0000000
04.10.2018;18:16:00;115260.0000000;115310.0000000;115240.0000000;115300.0000000
04.10.2018;18:17:00;115310.0000000;115410.0000000;115300.0000000;115350.0000000
04.10.2018;18:18:00;115360.0000000;115380.0000000;115310.0000000;115340.0000000
04.10.2018;18:19:00;115350.0000000;115380.0000000;115300.0000000;115300.0000000
04.10.2018;18:20:00;115300.0000000;115390.0000000;115280.0000000;115370.0000000
04.10.2018;18:21:00;115370.0000000;115390.0000000;115320.0000000;115320.0000000
04.10.2018;18:22:00;115330.0000000;115370.0000000;115310.0000000;115360.0000000
04.10.2018;18:23:00;115360.0000000;115400.0000000;115340.0000000;115360.0000000
04.10.2018;18:24:00;115360.0000000;115400.0000000;115340.0000000;115370.0000000
04.10.2018;18:25:00;115370.0000000;115570.0000000;115360.0000000;115550.0000000
04.10.2018;18:26:00;115540.0000000;115560.0000000;115480.0000000;115520.0000000
04.10.2018;18:27:00;115520.0000000;115550.0000000;115500.0000000;115500.0000000
04.10.2018;18:28:00;115510.0000000;115510.0000000;115440.0000000;115470.0000000
04.10.2018;18:29:00;115490.0000000;115490.0000000;115420.0000000;115450.0000000
04.10.2018;18:30:00;115470.0000000;115470.0000000;115390.0000000;115410.0000000
04.10.2018;18:31:00;115420.0000000;115460.0000000;115410.0000000;115450.0000000
04.10.2018;18:32:00;115450.0000000;115470.0000000;115400.0000000;115430.0000000
04.10.2018;18:33:00;115440.0000000;115440.0000000;115400.0000000;115420.0000000
04.10.2018;18:34:00;115420.0000000;115420.0000000;115330.0000000;115330.0000000
04.10.2018;18:35:00;115330.0000000;115370.0000000;115320.0000000;115330.0000000
04.10.2018;18:36:00;115330.0000000;115330.0000000;115240.0000000;115300.0000000
04.10.2018;18:37:00;115280.0000000;115330.0000000;115260.0000000;115320.0000000
04.10.2018;18:38:00;115310.0000000;115390.0000000;115310.0000000;115390.0000000
04.10.2018;18:39:00;115390.0000000;115390.0000000;115330.0000000;115340.0000000
04.10.2018;18:40:00;115350.0000000;115400.0000000;115300.0000000;115330.0000000
04.10.2018;18:41:00;115340.0000000;115410.0000000;115340.0000000;115410.0000000
04.10.2018;18:42:00;115420.0000000;115480.0000000;115400.0000000;115480.0000000
04.10.2018;18:43:00;115470.0000000;115520.0000000;115420.0000000;115470.0000000
04.10.2018;18:44:00;115470.0000000;115510.0000000;115430.0000000;115480.0000000
04.10.2018;18:45:00;115480.0000000;115510.0000000;115430.0000000;115430.0000000
04.10.2018;19:06:00;115390.0000000;115390.0000000;114930.0000000;114980.0000000
04.10.2018;19:07:00;114970.0000000;115150.0000000;114890.0000000;115130.0000000
04.10.2018;19:08:00;115120.0000000;115130.0000000;115060.0000000;115090.0000000
04.10.2018;19:09:00;115100.0000000;115190.0000000;115080.0000000;115170.0000000
04.10.2018;19:10:00;115180.0000000;115190.0000000;115130.0000000;115160.0000000
04.10.2018;19:11:00;115150.0000000;115150.0000000;115070.0000000;115090.0000000
04.10.2018;19:12:00;115100.0000000;115120.0000000;115050.0000000;115050.0000000
04.10.2018;19:13:00;115050.0000000;115120.0000000;115050.0000000;115070.0000000
04.10.2018;19:14:00;115060.0000000;115080.0000000;114970.0000000;114970.0000000
04.10.2018;19:15:00;114980.0000000;115040.0000000;114980.0000000;115030.0000000
04.10.2018;19:16:00;115030.0000000;115040.0000000;114940.0000000;114940.0000000
04.10.2018;19:17:00;114940.0000000;114950.0000000;114880.0000000;114900.0000000
04.10.2018;19:18:00;114890.0000000;114930.0000000;114830.0000000;114890.0000000
04.10.2018;19:19:00;114900.0000000;114960.0000000;114890.0000000;114890.0000000
04.10.2018;19:20:00;114890.0000000;114910.0000000;114850.0000000;114870.0000000
04.10.2018;19:21:00;114850.0000000;114890.0000000;114840.0000000;114840.0000000
04.10.2018;19:22:00;114840.0000000;114860.0000000;114790.0000000;114790.0000000
04.10.2018;19:23:00;114790.0000000;114890.0000000;114780.0000000;114830.0000000
04.10.2018;19:24:00;114830.0000000;114860.0000000;114800.0000000;114830.0000000
04.10.2018;19:25:00;114830.0000000;114830.0000000;114770.0000000;114780.0000000
04.10.2018;19:26:00;114790.0000000;114800.0000000;114750.0000000;114770.0000000
04.10.2018;19:27:00;114770.0000000;114800.0000000;114710.0000000;114720.0000000
04.10.2018;19:28:00;114720.0000000;114850.0000000;114710.0000000;114790.0000000
04.10.2018;19:29:00;114810.0000000;114820.0000000;114750.0000000;114820.0000000
04.10.2018;19:30:00;114820.0000000;114820.0000000;114670.0000000;114700.0000000
04.10.2018;19:31:00;114700.0000000;114750.0000000;114660.0000000;114710.0000000
04.10.2018;19:32:00;114720.0000000;114790.0000000;114710.0000000;114770.0000000
04.10.2018;19:33:00;114760.0000000;114840.0000000;114760.0000000;114820.0000000
04.10.2018;19:34:00;114820.0000000;115010.0000000;114810.0000000;114890.0000000
04.10.2018;19:35:00;114890.0000000;114950.0000000;114870.0000000;114920.0000000
04.10.2018;19:36:00;114920.0000000;115020.0000000;114920.0000000;114970.0000000
04.10.2018;19:37:00;114970.0000000;114990.0000000;114890.0000000;114910.0000000
04.10.2018;19:38:00;114920.0000000;114920.0000000;114850.0000000;114870.0000000
04.10.2018;19:39:00;114880.0000000;114900.0000000;114860.0000000;114880.0000000
04.10.2018;19:40:00;114890.0000000;114940.0000000;114870.0000000;114910.0000000
04.10.2018;19:41:00;114910.0000000;114950.0000000;114890.0000000;114920.0000000
04.10.2018;19:42:00;114910.0000000;114970.0000000;114910.0000000;114970.0000000
04.10.2018;19:43:00;114970.0000000;114990.0000000;114930.0000000;114940.0000000
04.10.2018;19:44:00;114940.0000000;114980.0000000;114920.0000000;114970.0000000
04.10.2018;19:45:00;114980.0000000;114980.0000000;114940.0000000;114950.0000000
04.10.2018;19:46:00;114950.0000000;115070.0000000;114940.0000000;114980.0000000
04.10.2018;19:47:00;114980.0000000;115010.0000000;114950.0000000;115010.0000000
04.10.2018;19:48:00;114990.0000000;115050.0000000;114970.0000000;115030.0000000
04.10.2018;19:49:00;115020.0000000;115060.0000000;114990.0000000;115000.0000000
04.10.2018;19:50:00;115010.0000000;115060.0000000;114990.0000000;115040.0000000
04.10.2018;19:51:00;115060.0000000;115060.0000000;115020.0000000;115040.0000000
04.10.2018;19:52:00;115040.0000000;115040.0000000;114980.0000000;114990.0000000
04.10.2018;19:53:00;114980.0000000;114990.0000000;114890.0000000;114890.0000000
04.10.2018;19:54:00;114900.0000000;114940.0000000;114880.0000000;114900.0000000
04.10.2018;19:55:00;114920.0000000;114970.0000000;114910.0000000;114950.0000000
04.10.2018;19:56:00;114950.0000000;114970.0000000;114900.0000000;114910.0000000
04.10.2018;19:57:00;114900.0000000;114900.0000000;114870.0000000;114890.0000000
04.10.2018;19:58:00;114890.0000000;114940.0000000;114880.0000000;114910.0000000
04.10.2018;19:59:00;114920.0000000;114940.0000000;114850.0000000;114880.0000000
04.10.2018;20:00:00;114880.0000000;114900.0000000;114850.0000000;114860.0000000
04.10.2018;20:01:00;114880.0000000;114900.0000000;114810.0000000;114830.0000000
04.10.2018;20:02:00;114810.0000000;114830.0000000;114770.0000000;114800.0000000
04.10.2018;20:03:00;114810.0000000;114850.0000000;114780.0000000;114790.0000000
04.10.2018;20:04:00;114790.0000000;114820.0000000;114780.0000000;114800.0000000
04.10.2018;20:05:00;114800.0000000;114860.0000000;114780.0000000;114850.0000000
04.10.2018;20:06:00;114860.0000000;114890.0000000;114840.0000000;114860.0000000
04.10.2018;20:07:00;114870.0000000;114870.0000000;114810.0000000;114820.0000000
04.10.2018;20:08:00;114820.0000000;114850.0000000;114780.0000000;114790.0000000
04.10.2018;20:09:00;114790.0000000;114800.0000000;114750.0000000;114750.0000000
04.10.2018;20:10:00;114740.0000000;114800.0000000;114730.0000000;114790.0000000
04.10.2018;20:11:00;114780.0000000;114810.0000000;114760.0000000;114760.0000000
04.10.2018;20:12:00;114770.0000000;114790.0000000;114670.0000000;114680.0000000
04.10.2018;20:13:00;114680.0000000;114780.0000000;114680.0000000;114740.0000000
04.10.2018;20:14:00;114740.0000000;114760.0000000;114710.0000000;114760.0000000
04.10.2018;20:15:00;114750.0000000;114750.0000000;114730.0000000;114750.0000000
04.10.2018;20:16:00;114750.0000000;114850.0000000;114750.0000000;114820.0000000
04.10.2018;20:17:00;114810.0000000;114850.0000000;114790.0000000;114850.0000000
04.10.2018;20:18:00;114850.0000000;114860.0000000;114780.0000000;114800.0000000
04.10.2018;20:19:00;114810.0000000;114810.0000000;114770.0000000;114790.0000000
04.10.2018;20:20:00;114790.0000000;114860.0000000;114790.0000000;114840.0000000
04.10.2018;20:21:00;114830.0000000;114860.0000000;114780.0000000;114790.0000000
04.10.2018;20:22:00;114780.0000000;114820.0000000;114780.0000000;114810.0000000
04.10.2018;20:23:00;114800.0000000;114850.0000000;114790.0000000;114840.0000000
04.10.2018;20:24:00;114840.0000000;114850.0000000;114810.0000000;114840.0000000
04.10.2018;20:25:00;114860.0000000;114880.0000000;114830.0000000;114840.0000000
04.10.2018;20:26:00;114840.0000000;114860.0000000;114810.0000000;114830.0000000
04.10.2018;20:27:00;114840.0000000;114840.0000000;114790.0000000;114800.0000000
04.10.2018;20:28:00;114800.0000000;114820.0000000;114780.0000000;114800.0000000
04.10.2018;20:29:00;114800.0000000;114850.0000000;114800.0000000;114830.0000000
04.10.2018;20:30:00;114810.0000000;114820.0000000;114710.0000000;114740.0000000
04.10.2018;20:31:00;114740.0000000;114790.0000000;114730.0000000;114730.0000000
04.10.2018;20:32:00;114720.0000000;114730.0000000;114600.0000000;114630.0000000
04.10.2018;20:33:00;114620.0000000;114660.0000000;114600.0000000;114600.0000000
04.10.2018;20:34:00;114600.0000000;114620.0000000;114560.0000000;114590.0000000
04.10.2018;20:35:00;114580.0000000;114650.0000000;114560.0000000;114630.0000000
04.10.2018;20:36:00;114640.0000000;114650.0000000;114550.0000000;114550.0000000
04.10.2018;20:37:00;114560.0000000;114590.0000000;114550.0000000;114580.0000000
04.10.2018;20:38:00;114570.0000000;114590.0000000;114560.0000000;114580.0000000
04.10.2018;20:39:00;114580.0000000;114620.0000000;114580.0000000;114580.0000000
04.10.2018;20:40:00;114590.0000000;114600.0000000;114550.0000000;114550.0000000
04.10.2018;20:41:00;114560.0000000;114590.0000000;114550.0000000;114560.0000000
04.10.2018;20:42:00;114560.0000000;114590.0000000;114550.0000000;114590.0000000
04.10.2018;20:43:00;114570.0000000;114620.0000000;114570.0000000;114580.0000000
04.10.2018;20:44:00;114580.0000000;114630.0000000;114560.0000000;114630.0000000
04.10.2018;20:45:00;114620.0000000;114710.0000000;114610.0000000;114690.0000000
04.10.2018;20:46:00;114690.0000000;114700.0000000;114600.0000000;114630.0000000
04.10.2018;20:47:00;114630.0000000;114670.0000000;114610.0000000;114640.0000000
04.10.2018;20:48:00;114640.0000000;114640.0000000;114600.0000000;114610.0000000
04.10.2018;20:49:00;114620.0000000;114640.0000000;114600.0000000;114610.0000000
04.10.2018;20:50:00;114610.0000000;114610.0000000;114550.0000000;114580.0000000
04.10.2018;20:51:00;114580.0000000;114590.0000000;114550.0000000;114560.0000000
04.10.2018;20:52:00;114570.0000000;114590.0000000;114530.0000000;114580.0000000
04.10.2018;20:53:00;114580.0000000;114650.0000000;114570.0000000;114630.0000000
04.10.2018;20:54:00;114630.0000000;114630.0000000;114580.0000000;114620.0000000
04.10.2018;20:55:00;114610.0000000;114610.0000000;114550.0000000;114580.0000000
04.10.2018;20:56:00;114570.0000000;114580.0000000;114500.0000000;114530.0000000
04.10.2018;20:57:00;114530.0000000;114560.0000000;114510.0000000;114530.0000000
04.10.2018;20:58:00;114540.0000000;114560.0000000;114510.0000000;114550.0000000
04.10.2018;20:59:00;114550.0000000;114640.0000000;114540.0000000;114630.0000000
04.10.2018;21:00:00;114630.0000000;114640.0000000;114580.0000000;114580.0000000
04.10.2018;21:01:00;114590.0000000;114610.0000000;114560.0000000;114570.0000000
04.10.2018;21:02:00;114570.0000000;114600.0000000;114540.0000000;114540.0000000
04.10.2018;21:03:00;114530.0000000;114560.0000000;114480.0000000;114560.0000000
04.10.2018;21:04:00;114550.0000000;114580.0000000;114540.0000000;114580.0000000
04.10.2018;21:05:00;114570.0000000;114600.0000000;114570.0000000;114590.0000000
04.10.2018;21:06:00;114580.0000000;114580.0000000;114510.0000000;114550.0000000
04.10.2018;21:07:00;114550.0000000;114570.0000000;114530.0000000;114540.0000000
04.10.2018;21:08:00;114530.0000000;114570.0000000;114520.0000000;114570.0000000
04.10.2018;21:09:00;114570.0000000;114590.0000000;114570.0000000;114570.0000000
04.10.2018;21:10:00;114570.0000000;114570.0000000;114450.0000000;114460.0000000
04.10.2018;21:11:00;114460.0000000;114470.0000000;114430.0000000;114460.0000000
04.10.2018;21:12:00;114460.0000000;114510.0000000;114460.0000000;114460.0000000
04.10.2018;21:13:00;114470.0000000;114500.0000000;114460.0000000;114500.0000000
04.10.2018;21:14:00;114500.0000000;114530.0000000;114480.0000000;114530.0000000
04.10.2018;21:15:00;114530.0000000;114550.0000000;114510.0000000;114520.0000000
04.10.2018;21:16:00;114520.0000000;114540.0000000;114450.0000000;114500.0000000
04.10.2018;21:17:00;114510.0000000;114510.0000000;114450.0000000;114470.0000000
04.10.2018;21:18:00;114470.0000000;114490.0000000;114450.0000000;114470.0000000
04.10.2018;21:19:00;114470.0000000;114470.0000000;114410.0000000;114410.0000000
04.10.2018;21:20:00;114410.0000000;114430.0000000;114390.0000000;114430.0000000
04.10.2018;21:21:00;114430.0000000;114460.0000000;114380.0000000;114420.0000000
04.10.2018;21:22:00;114410.0000000;114440.0000000;114360.0000000;114420.0000000
04.10.2018;21:23:00;114410.0000000;114460.0000000;114410.0000000;114420.0000000
04.10.2018;21:24:00;114430.0000000;114480.0000000;114410.0000000;114450.0000000
04.10.2018;21:25:00;114460.0000000;114480.0000000;114410.0000000;114420.0000000
04.10.2018;21:26:00;114430.0000000;114460.0000000;114420.0000000;114450.0000000
04.10.2018;21:27:00;114450.0000000;114480.0000000;114450.0000000;114450.0000000
04.10.2018;21:28:00;114480.0000000;114490.0000000;114430.0000000;114490.0000000
04.10.2018;21:29:00;114500.0000000;114530.0000000;114470.0000000;114480.0000000
04.10.2018;21:30:00;114480.0000000;114580.0000000;114480.0000000;114530.0000000
04.10.2018;21:31:00;114520.0000000;114550.0000000;114500.0000000;114530.0000000
04.10.2018;21:32:00;114520.0000000;114530.0000000;114490.0000000;114520.0000000
04.10.2018;21:33:00;114520.0000000;114580.0000000;114510.0000000;114550.0000000
04.10.2018;21:34:00;114550.0000000;114600.0000000;114550.0000000;114600.0000000
04.10.2018;21:35:00;114600.0000000;114620.0000000;114570.0000000;114590.0000000
04.10.2018;21:36:00;114580.0000000;114580.0000000;114540.0000000;114550.0000000
04.10.2018;21:37:00;114560.0000000;114670.0000000;114550.0000000;114630.0000000
04.10.2018;21:38:00;114640.0000000;114770.0000000;114620.0000000;114730.0000000
04.10.2018;21:39:00;114730.0000000;114780.0000000;114720.0000000;114750.0000000
04.10.2018;21:40:00;114750.0000000;114770.0000000;114730.0000000;114760.0000000
04.10.2018;21:41:00;114750.0000000;114770.0000000;114690.0000000;114690.0000000
04.10.2018;21:42:00;114680.0000000;114700.0000000;114620.0000000;114650.0000000
04.10.2018;21:43:00;114660.0000000;114710.0000000;114660.0000000;114690.0000000
04.10.2018;21:44:00;114680.0000000;114700.0000000;114650.0000000;114680.0000000
04.10.2018;21:45:00;114690.0000000;114700.0000000;114660.0000000;114680.0000000
04.10.2018;21:46:00;114670.0000000;114690.0000000;114650.0000000;114680.0000000
04.10.2018;21:47:00;114690.0000000;114760.0000000;114680.0000000;114690.0000000
04.10.2018;21:48:00;114680.0000000;114690.0000000;114630.0000000;114630.0000000
04.10.2018;21:49:00;114640.0000000;114700.0000000;114640.0000000;114670.0000000
04.10.2018;21:50:00;114690.0000000;114710.0000000;114670.0000000;114700.0000000
04.10.2018;21:51:00;114710.0000000;114770.0000000;114710.0000000;114730.0000000
04.10.2018;21:52:00;114740.0000000;114770.0000000;114730.0000000;114770.0000000
04.10.2018;21:53:00;114770.0000000;114780.0000000;114740.0000000;114760.0000000
04.10.2018;21:54:00;114760.0000000;114800.0000000;114740.0000000;114770.0000000
04.10.2018;21:55:00;114770.0000000;114830.0000000;114770.0000000;114790.0000000
04.10.2018;21:56:00;114800.0000000;114820.0000000;114760.0000000;114760.0000000
04.10.2018;21:57:00;114770.0000000;114780.0000000;114750.0000000;114770.0000000
04.10.2018;21:58:00;114770.0000000;114800.0000000;114760.0000000;114790.0000000
04.10.2018;21:59:00;114790.0000000;114800.0000000;114780.0000000;114790.0000000
04.10.2018;22:00:00;114800.0000000;114840.0000000;114790.0000000;114830.0000000
04.10.2018;22:01:00;114810.0000000;114830.0000000;114770.0000000;114790.0000000
04.10.2018;22:02:00;114780.0000000;114780.0000000;114710.0000000;114720.0000000
04.10.2018;22:03:00;114710.0000000;114800.0000000;114710.0000000;114770.0000000
04.10.2018;22:04:00;114760.0000000;114840.0000000;114730.0000000;114810.0000000
04.10.2018;22:05:00;114800.0000000;114840.0000000;114800.0000000;114820.0000000
04.10.2018;22:06:00;114820.0000000;114850.0000000;114820.0000000;114850.0000000
04.10.2018;22:07:00;114850.0000000;114870.0000000;114840.0000000;114860.0000000
04.10.2018;22:08:00;114860.0000000;114880.0000000;114840.0000000;114840.0000000
04.10.2018;22:09:00;114840.0000000;114920.0000000;114840.0000000;114890.0000000
04.10.2018;22:10:00;114900.0000000;114920.0000000;114880.0000000;114910.0000000
04.10.2018;22:11:00;114910.0000000;114920.0000000;114880.0000000;114880.0000000
04.10.2018;22:12:00;114880.0000000;114900.0000000;114860.0000000;114870.0000000
04.10.2018;22:13:00;114870.0000000;114910.0000000;114860.0000000;114910.0000000
04.10.2018;22:14:00;114900.0000000;114920.0000000;114890.0000000;114890.0000000
04.10.2018;22:15:00;114900.0000000;114900.0000000;114870.0000000;114870.0000000
04.10.2018;22:16:00;114880.0000000;114910.0000000;114860.0000000;114880.0000000
04.10.2018;22:17:00;114880.0000000;114880.0000000;114820.0000000;114820.0000000
04.10.2018;22:18:00;114830.0000000;114850.0000000;114790.0000000;114810.0000000
04.10.2018;22:19:00;114820.0000000;114870.0000000;114810.0000000;114870.0000000
04.10.2018;22:20:00;114860.0000000;114880.0000000;114830.0000000;114830.0000000
04.10.2018;22:21:00;114840.0000000;114840.0000000;114770.0000000;114790.0000000
04.10.2018;22:22:00;114790.0000000;114800.0000000;114780.0000000;114780.0000000
04.10.2018;22:23:00;114780.0000000;114840.0000000;114750.0000000;114750.0000000
04.10.2018;22:24:00;114760.0000000;114810.0000000;114760.0000000;114770.0000000
04.10.2018;22:25:00;114780.0000000;114780.0000000;114700.0000000;114750.0000000
04.10.2018;22:26:00;114740.0000000;114760.0000000;114730.0000000;114740.0000000
04.10.2018;22:27:00;114740.0000000;114750.0000000;114710.0000000;114710.0000000
04.10.2018;22:28:00;114710.0000000;114720.0000000;114670.0000000;114670.0000000
04.10.2018;22:29:00;114680.0000000;114700.0000000;114630.0000000;114640.0000000
04.10.2018;22:30:00;114650.0000000;114660.0000000;114610.0000000;114620.0000000
04.10.2018;22:31:00;114620.0000000;114630.0000000;114570.0000000;114570.0000000
04.10.2018;22:32:00;114580.0000000;114650.0000000;114570.0000000;114590.0000000
04.10.2018;22:33:00;114600.0000000;114660.0000000;114580.0000000;114620.0000000
04.10.2018;22:34:00;114630.0000000;114630.0000000;114560.0000000;114580.0000000
04.10.2018;22:35:00;114580.0000000;114580.0000000;114550.0000000;114550.0000000
04.10.2018;22:36:00;114550.0000000;114580.0000000;114550.0000000;114570.0000000
04.10.2018;22:37:00;114560.0000000;114570.0000000;114550.0000000;114550.0000000
04.10.2018;22:38:00;114550.0000000;114570.0000000;114540.0000000;114550.0000000
04.10.2018;22:39:00;114560.0000000;114560.0000000;114480.0000000;114500.0000000
04.10.2018;22:40:00;114490.0000000;114540.0000000;114480.0000000;114520.0000000
04.10.2018;22:41:00;114510.0000000;114530.0000000;114500.0000000;114510.0000000
04.10.2018;22:42:00;114520.0000000;114560.0000000;114520.0000000;114560.0000000
04.10.2018;22:43:00;114560.0000000;114560.0000000;114520.0000000;114540.0000000
04.10.2018;22:44:00;114550.0000000;114550.0000000;114480.0000000;114540.0000000
04.10.2018;22:45:00;114540.0000000;114610.0000000;114540.0000000;114610.0000000
04.10.2018;22:46:00;114620.0000000;114660.0000000;114620.0000000;114660.0000000
04.10.2018;22:47:00;114660.0000000;114660.0000000;114610.0000000;114620.0000000
04.10.2018;22:48:00;114610.0000000;114650.0000000;114590.0000000;114620.0000000
04.10.2018;22:49:00;114610.0000000;114690.0000000;114600.0000000;114680.0000000
04.10.2018;22:50:00;114670.0000000;114670.0000000;114620.0000000;114670.0000000
04.10.2018;22:51:00;114680.0000000;114690.0000000;114620.0000000;114650.0000000
04.10.2018;22:52:00;114640.0000000;114640.0000000;114590.0000000;114590.0000000
04.10.2018;22:53:00;114610.0000000;114610.0000000;114530.0000000;114560.0000000
04.10.2018;22:54:00;114560.0000000;114580.0000000;114550.0000000;114580.0000000
04.10.2018;22:55:00;114580.0000000;114630.0000000;114580.0000000;114630.0000000
04.10.2018;22:56:00;114620.0000000;114650.0000000;114550.0000000;114570.0000000
04.10.2018;22:57:00;114570.0000000;114570.0000000;114420.0000000;114450.0000000
04.10.2018;22:58:00;114450.0000000;114470.0000000;114410.0000000;114450.0000000
04.10.2018;22:59:00;114460.0000000;114480.0000000;114360.0000000;114400.0000000
04.10.2018;23:00:00;114390.0000000;114400.0000000;114320.0000000;114370.0000000
04.10.2018;23:01:00;114360.0000000;114490.0000000;114360.0000000;114480.0000000
04.10.2018;23:02:00;114470.0000000;114500.0000000;114470.0000000;114470.0000000
04.10.2018;23:03:00;114470.0000000;114500.0000000;114470.0000000;114490.0000000
04.10.2018;23:04:00;114500.0000000;114500.0000000;114470.0000000;114470.0000000
04.10.2018;23:05:00;114490.0000000;114490.0000000;114440.0000000;114460.0000000
04.10.2018;23:06:00;114460.0000000;114470.0000000;114390.0000000;114400.0000000
04.10.2018;23:07:00;114410.0000000;114430.0000000;114390.0000000;114430.0000000
04.10.2018;23:08:00;114430.0000000;114480.0000000;114420.0000000;114470.0000000
04.10.2018;23:09:00;114480.0000000;114490.0000000;114430.0000000;114430.0000000
04.10.2018;23:10:00;114430.0000000;114440.0000000;114430.0000000;114440.0000000
04.10.2018;23:11:00;114430.0000000;114430.0000000;114370.0000000;114400.0000000
04.10.2018;23:12:00;114400.0000000;114410.0000000;114360.0000000;114370.0000000
04.10.2018;23:13:00;114380.0000000;114410.0000000;114360.0000000;114410.0000000
04.10.2018;23:14:00;114410.0000000;114420.0000000;114380.0000000;114400.0000000
04.10.2018;23:15:00;114400.0000000;114410.0000000;114380.0000000;114410.0000000
04.10.2018;23:16:00;114400.0000000;114440.0000000;114400.0000000;114420.0000000
04.10.2018;23:17:00;114430.0000000;114430.0000000;114390.0000000;114410.0000000
04.10.2018;23:18:00;114420.0000000;114430.0000000;114390.0000000;114390.0000000
04.10.2018;23:19:00;114380.0000000;114400.0000000;114370.0000000;114400.0000000
04.10.2018;23:20:00;114400.0000000;114480.0000000;114380.0000000;114470.0000000
04.10.2018;23:21:00;114470.0000000;114490.0000000;114430.0000000;114430.0000000
04.10.2018;23:22:00;114440.0000000;114440.0000000;114410.0000000;114430.0000000
04.10.2018;23:23:00;114410.0000000;114420.0000000;114350.0000000;114380.0000000
04.10.2018;23:24:00;114380.0000000;114400.0000000;114370.0000000;114400.0000000
04.10.2018;23:25:00;114400.0000000;114410.0000000;114360.0000000;114360.0000000
04.10.2018;23:26:00;114370.0000000;114480.0000000;114370.0000000;114450.0000000
04.10.2018;23:27:00;114450.0000000;114540.0000000;114440.0000000;114520.0000000
04.10.2018;23:28:00;114520.0000000;114630.0000000;114510.0000000;114630.0000000
04.10.2018;23:29:00;114630.0000000;114630.0000000;114590.0000000;114600.0000000
04.10.2018;23:30:00;114600.0000000;114620.0000000;114590.0000000;114620.0000000
04.10.2018;23:31:00;114620.0000000;114660.0000000;114590.0000000;114640.0000000
04.10.2018;23:32:00;114660.0000000;114660.0000000;114610.0000000;114620.0000000
04.10.2018;23:33:00;114610.0000000;114610.0000000;114560.0000000;114590.0000000
