<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
04.10.2018;11:49:00;116870.0000000;116880.0000000;116840.0000000;116860.0000000
04.10.2018;11:50:00;116860.0000000;117000.0000000;116860.0000000;117000.0000000
04.10.2018;11:51:00;117000.0000000;117000.0000000;116900.0000000;116990.0000000
04.10.2018;11:52:00;116990.0000000;117140.0000000;116940.0000000;117130.0000000
04.10.2018;11:53:00;117140.0000000;117270.0000000;117130.0000000;117250.0000000
04.10.2018;11:54:00;117250.0000000;117370.0000000;117200.0000000;117290.0000000
04.10.2018;11:55:00;117280.0000000;117390.0000000;117280.0000000;117340.0000000
04.10.2018;11:56:00;117340.0000000;117390.0000000;117260.0000000;117280.0000000
04.10.2018;11:57:00;117270.0000000;117340.0000000;117230.0000000;117300.0000000
04.10.2018;11:58:00;117310.0000000;117370.0000000;117280.0000000;117340.0000000
04.10.2018;11:59:00;117340.0000000;117370.0000000;117240.0000000;117240.0000000
04.10.2018;12:00:00;117240.0000000;117310.0000000;117220.0000000;117230.0000000
04.10.2018;12:01:00;117240.0000000;117280.0000000;117030.0000000;117090.0000000
04.10.2018;12:02:00;117070.0000000;117210.0000000;117070.0000000;117120.0000000
04.10.2018;12:03:00;117110.0000000;117130.0000000;116950.0000000;117020.0000000
04.10.2018;12:04:00;117010.0000000;117030.0000000;116900.0000000;116900.0000000
04.10.2018;12:05:00;116910.0000000;116970.0000000;116900.0000000;116910.0000000
04.10.2018;12:06:00;116900.0000000;116960.0000000;116850.0000000;116920.0000000
04.10.2018;12:07:00;116910.0000000;116990.0000000;116900.0000000;116930.0000000
04.10.2018;12:08:00;116930.0000000;117000.0000000;116910.0000000;116910.0000000
04.10.2018;12:09:00;116910.0000000;117030.0000000;116890.0000000;117020.0000000
04.10.2018;12:10:00;117020.0000000;117110.0000000;116920.0000000;116990.0000000
04.10.2018;12:11:00;116990.0000000;117080.0000000;116950.0000000;117050.0000000
04.10.2018;12:12:00;117060.0000000;117110.0000000;117020.0000000;117060.0000000
04.10.2018;12:13:00;117060.0000000;117130.0000000;117040.0000000;117130.0000000
04.10.2018;12:14:00;117140.0000000;117190.0000000;117100.0000000;117110.0000000
04.10.2018;12:15:00;117120.0000000;117130.0000000;117060.0000000;117080.0000000
04.10.2018;12:16:00;117070.0000000;117090.0000000;117060.0000000;117060.0000000
04.10.2018;12:17:00;117050.0000000;117180.0000000;117030.0000000;117160.0000000
04.10.2018;12:18:00;117160.0000000;117250.0000000;117120.0000000;117230.0000000
04.10.2018;12:19:00;117230.0000000;117300.0000000;117180.0000000;117210.0000000
04.10.2018;12:20:00;117210.0000000;117250.0000000;117200.0000000;117210.0000000
04.10.2018;12:21:00;117210.0000000;117250.0000000;117200.0000000;117200.0000000
04.10.2018;12:22:00;117200.0000000;117200.0000000;117060.0000000;117090.0000000
04.10.2018;12:23:00;117100.0000000;117110.0000000;117080.0000000;117110.0000000
04.10.2018;12:24:00;117100.0000000;117110.0000000;117080.0000000;117090.0000000
04.10.2018;12:25:00;117090.0000000;117180.0000000;117070.0000000;117140.0000000
04.10.2018;12:26:00;117120.0000000;117120.0000000;116920.0000000;116950.0000000
04.10.2018;12:27:00;116940.0000000;116970.0000000;116920.0000000;116960.0000000
04.10.2018;12:28:00;116950.0000000;116960.0000000;116880.0000000;116960.0000000
04.10.2018;12:29:00;116960.0000000;117000.0000000;116940.0000000;116960.0000000
04.10.2018;12:30:00;116960.0000000;117010.0000000;116950.0000000;116980.0000000
04.10.2018;12:31:00;117000.0000000;117000.0000000;116920.0000000;116950.0000000
04.10.2018;12:32:00;116960.0000000;116980.0000000;116940.0000000;116980.0000000
04.10.2018;12:33:00;116980.0000000;116980.0000000;116940.0000000;116950.0000000
04.10.2018;12:34:00;116950.0000000;117020.0000000;116920.0000000;117020.0000000
04.10.2018;12:35:00;117020.0000000;117040.0000000;116950.0000000;117020.0000000
04.10.2018;12:36:00;117010.0000000;117070.0000000;116970.0000000;117040.0000000
04.10.2018;12:37:00;117050.0000000;117080.0000000;117000.0000000;117080.0000000
04.10.2018;12:38:00;117080.0000000;117150.0000000;117070.0000000;117100.0000000
04.10.2018;12:39:00;117100.0000000;117140.0000000;117060.0000000;117120.0000000
04.10.2018;12:40:00;117110.0000000;117110.0000000;116930.0000000;116940.0000000
04.10.2018;12:41:00;116930.0000000;116930.0000000;116810.0000000;116890.0000000
04.10.2018;12:42:00;116880.0000000;116950.0000000;116810.0000000;116940.0000000
04.10.2018;12:43:00;116940.0000000;117050.0000000;116910.0000000;117030.0000000
04.10.2018;12:44:00;117040.0000000;117100.0000000;117020.0000000;117050.0000000
04.10.2018;12:45:00;117040.0000000;117070.0000000;117010.0000000;117060.0000000
04.10.2018;12:46:00;117060.0000000;117090.0000000;117040.0000000;117060.0000000
04.10.2018;12:47:00;117080.0000000;117200.0000000;117010.0000000;117190.0000000
04.10.2018;12:48:00;117190.0000000;117260.0000000;117140.0000000;117210.0000000
04.10.2018;12:49:00;117220.0000000;117280.0000000;117200.0000000;117230.0000000
04.10.2018;12:50:00;117220.0000000;117220.0000000;117080.0000000;117110.0000000
04.10.2018;12:51:00;117100.0000000;117110.0000000;117000.0000000;117030.0000000
04.10.2018;12:52:00;117030.0000000;117080.0000000;117000.0000000;117070.0000000
04.10.2018;12:53:00;117060.0000000;117070.0000000;117020.0000000;117050.0000000
04.10.2018;12:54:00;117040.0000000;117050.0000000;117020.0000000;117030.0000000
04.10.2018;12:55:00;117020.0000000;117090.0000000;117020.0000000;117050.0000000
04.10.2018;12:56:00;117060.0000000;117080.0000000;117050.0000000;117080.0000000
04.10.2018;12:57:00;117090.0000000;117230.0000000;117060.0000000;117170.0000000
04.10.2018;12:58:00;117160.0000000;117250.0000000;117160.0000000;117240.0000000
04.10.2018;12:59:00;117240.0000000;117260.0000000;117110.0000000;117110.0000000
04.10.2018;13:00:00;117130.0000000;117150.0000000;117070.0000000;117140.0000000
04.10.2018;13:01:00;117120.0000000;117130.0000000;116930.0000000;117010.0000000
04.10.2018;13:02:00;117010.0000000;117020.0000000;116950.0000000;116980.0000000
04.10.2018;13:03:00;116970.0000000;117060.0000000;116960.0000000;117030.0000000
04.10.2018;13:04:00;117050.0000000;117100.0000000;117020.0000000;117080.0000000
04.10.2018;13:05:00;117080.0000000;117090.0000000;117050.0000000;117090.0000000
04.10.2018;13:06:00;117080.0000000;117080.0000000;117050.0000000;117050.0000000
04.10.2018;13:07:00;117060.0000000;117100.0000000;117030.0000000;117090.0000000
04.10.2018;13:08:00;117100.0000000;117100.0000000;117030.0000000;117040.0000000
04.10.2018;13:09:00;117060.0000000;117180.0000000;117050.0000000;117160.0000000
04.10.2018;13:10:00;117160.0000000;117240.0000000;117140.0000000;117220.0000000
04.10.2018;13:11:00;117210.0000000;117230.0000000;117130.0000000;117160.0000000
04.10.2018;13:12:00;117160.0000000;117160.0000000;117060.0000000;117110.0000000
04.10.2018;13:13:00;117110.0000000;117130.0000000;117070.0000000;117100.0000000
04.10.2018;13:14:00;117090.0000000;117150.0000000;117080.0000000;117080.0000000
04.10.2018;13:15:00;117080.0000000;117120.0000000;117080.0000000;117100.0000000
04.10.2018;13:16:00;117110.0000000;117150.0000000;117100.0000000;117110.0000000
04.10.2018;13:17:00;117120.0000000;117120.0000000;117070.0000000;117090.0000000
04.10.2018;13:18:00;117110.0000000;117130.0000000;117060.0000000;117070.0000000
04.10.2018;13:19:00;117060.0000000;117140.0000000;117050.0000000;117090.0000000
04.10.2018;13:20:00;117080.0000000;117120.0000000;117080.0000000;117110.0000000
04.10.2018;13:21:00;117120.0000000;117180.0000000;117090.0000000;117120.0000000
04.10.2018;13:22:00;117110.0000000;117230.0000000;117090.0000000;117210.0000000
04.10.2018;13:23:00;117200.0000000;117200.0000000;117100.0000000;117100.0000000
04.10.2018;13:24:00;117130.0000000;117130.0000000;117100.0000000;117100.0000000
04.10.2018;13:25:00;117100.0000000;117130.0000000;117100.0000000;117100.0000000
04.10.2018;13:26:00;117100.0000000;117180.0000000;117050.0000000;117180.0000000
04.10.2018;13:27:00;117180.0000000;117270.0000000;117140.0000000;117200.0000000
04.10.2018;13:28:00;117210.0000000;117220.0000000;117150.0000000;117190.0000000
04.10.2018;13:29:00;117160.0000000;117180.0000000;117110.0000000;117170.0000000
04.10.2018;13:30:00;117160.0000000;117180.0000000;117130.0000000;117130.0000000
04.10.2018;13:31:00;117120.0000000;117140.0000000;117000.0000000;117020.0000000
04.10.2018;13:32:00;117020.0000000;117070.0000000;117010.0000000;117050.0000000
04.10.2018;13:33:00;117060.0000000;117070.0000000;117030.0000000;117030.0000000
04.10.2018;13:34:00;117020.0000000;117050.0000000;116960.0000000;117000.0000000
04.10.2018;13:35:00;117020.0000000;117070.0000000;117010.0000000;117050.0000000
04.10.2018;13:36:00;117040.0000000;117050.0000000;117020.0000000;117050.0000000
04.10.2018;13:37:00;117050.0000000;117060.0000000;116970.0000000;117020.0000000
04.10.2018;13:38:00;117020.0000000;117030.0000000;116940.0000000;116950.0000000
04.10.2018;13:39:00;116950.0000000;117020.0000000;116920.0000000;117000.0000000
04.10.2018;13:40:00;117000.0000000;117020.0000000;116990.0000000;117010.0000000
04.10.2018;13:41:00;117010.0000000;117010.0000000;116940.0000000;117000.0000000
04.10.2018;13:42:00;117000.0000000;117040.0000000;116990.0000000;116990.0000000
04.10.2018;13:43:00;116990.0000000;117000.0000000;116970.0000000;116970.0000000
04.10.2018;13:44:00;116970.0000000;116980.0000000;116920.0000000;116940.0000000
04.10.2018;13:45:00;116950.0000000;116970.0000000;116910.0000000;116950.0000000
04.10.2018;13:46:00;116950.0000000;117050.0000000;116920.0000000;117040.0000000
04.10.2018;13:47:00;117040.0000000;117060.0000000;117000.0000000;117060.0000000
04.10.2018;13:48:00;117060.0000000;117120.0000000;117040.0000000;117080.0000000
04.10.2018;13:49:00;117090.0000000;117090.0000000;117050.0000000;117050.0000000
04.10.2018;13:50:00;117050.0000000;117080.0000000;117050.0000000;117080.0000000
04.10.2018;13:51:00;117090.0000000;117170.0000000;117080.0000000;117130.0000000
04.10.2018;13:52:00;117130.0000000;117140.0000000;117070.0000000;117130.0000000
04.10.2018;13:53:00;117110.0000000;117170.0000000;117110.0000000;117120.0000000
04.10.2018;13:54:00;117130.0000000;117140.0000000;117100.0000000;117110.0000000
04.10.2018;13:55:00;117110.0000000;117200.0000000;117100.0000000;117200.0000000
04.10.2018;13:56:00;117180.0000000;117200.0000000;117120.0000000;117140.0000000
04.10.2018;13:57:00;117150.0000000;117190.0000000;117130.0000000;117170.0000000
04.10.2018;13:58:00;117170.0000000;117210.0000000;117140.0000000;117190.0000000
04.10.2018;13:59:00;117190.0000000;117200.0000000;117170.0000000;117180.0000000
04.10.2018;14:00:00;117170.0000000;117200.0000000;117140.0000000;117150.0000000
04.10.2018;14:06:00;117160.0000000;117170.0000000;116940.0000000;116970.0000000
04.10.2018;14:07:00;116970.0000000;117040.0000000;116930.0000000;117040.0000000
04.10.2018;14:08:00;117030.0000000;117080.0000000;117000.0000000;117070.0000000
04.10.2018;14:09:00;117070.0000000;117140.0000000;117050.0000000;117080.0000000
04.10.2018;14:10:00;117080.0000000;117130.0000000;117070.0000000;117090.0000000
04.10.2018;14:11:00;117100.0000000;117100.0000000;117060.0000000;117080.0000000
04.10.2018;14:12:00;117090.0000000;117110.0000000;117090.0000000;117100.0000000
04.10.2018;14:13:00;117100.0000000;117230.0000000;117100.0000000;117190.0000000
04.10.2018;14:14:00;117190.0000000;117200.0000000;117130.0000000;117130.0000000
04.10.2018;14:15:00;117140.0000000;117150.0000000;117100.0000000;117140.0000000
04.10.2018;14:16:00;117140.0000000;117170.0000000;117070.0000000;117090.0000000
04.10.2018;14:17:00;117100.0000000;117100.0000000;117010.0000000;117040.0000000
04.10.2018;14:18:00;117030.0000000;117070.0000000;117010.0000000;117020.0000000
04.10.2018;14:19:00;117010.0000000;117040.0000000;116970.0000000;117010.0000000
04.10.2018;14:20:00;117000.0000000;117040.0000000;116980.0000000;117040.0000000
04.10.2018;14:21:00;117040.0000000;117060.0000000;117000.0000000;117040.0000000
04.10.2018;14:22:00;117040.0000000;117060.0000000;117030.0000000;117040.0000000
04.10.2018;14:23:00;117030.0000000;117040.0000000;116970.0000000;117000.0000000
04.10.2018;14:24:00;117010.0000000;117040.0000000;116970.0000000;117030.0000000
04.10.2018;14:25:00;117030.0000000;117090.0000000;117010.0000000;117080.0000000
04.10.2018;14:26:00;117080.0000000;117160.0000000;117060.0000000;117150.0000000
04.10.2018;14:27:00;117140.0000000;117140.0000000;117080.0000000;117100.0000000
04.10.2018;14:28:00;117110.0000000;117110.0000000;117070.0000000;117070.0000000
04.10.2018;14:29:00;117070.0000000;117170.0000000;117070.0000000;117130.0000000
04.10.2018;14:30:00;117120.0000000;117140.0000000;117100.0000000;117100.0000000
04.10.2018;14:31:00;117100.0000000;117140.0000000;117090.0000000;117130.0000000
04.10.2018;14:32:00;117150.0000000;117250.0000000;117150.0000000;117230.0000000
04.10.2018;14:33:00;117240.0000000;117240.0000000;117100.0000000;117130.0000000
04.10.2018;14:34:00;117120.0000000;117120.0000000;117020.0000000;117030.0000000
04.10.2018;14:35:00;117030.0000000;117050.0000000;116800.0000000;116810.0000000
04.10.2018;14:36:00;116820.0000000;116920.0000000;116800.0000000;116880.0000000
04.10.2018;14:37:00;116880.0000000;116890.0000000;116840.0000000;116850.0000000
04.10.2018;14:38:00;116840.0000000;116870.0000000;116660.0000000;116710.0000000
04.10.2018;14:39:00;116730.0000000;116800.0000000;116690.0000000;116780.0000000
04.10.2018;14:40:00;116790.0000000;116810.0000000;116720.0000000;116740.0000000
04.10.2018;14:41:00;116730.0000000;116790.0000000;116670.0000000;116750.0000000
04.10.2018;14:42:00;116740.0000000;116790.0000000;116650.0000000;116690.0000000
04.10.2018;14:43:00;116680.0000000;116680.0000000;116540.0000000;116590.0000000
04.10.2018;14:44:00;116590.0000000;116600.0000000;116540.0000000;116570.0000000
04.10.2018;14:45:00;116570.0000000;116620.0000000;116510.0000000;116550.0000000
04.10.2018;14:46:00;116550.0000000;116610.0000000;116500.0000000;116560.0000000
04.10.2018;14:47:00;116560.0000000;116590.0000000;116380.0000000;116420.0000000
04.10.2018;14:48:00;116420.0000000;116520.0000000;116390.0000000;116510.0000000
04.10.2018;14:49:00;116520.0000000;116730.0000000;116490.0000000;116680.0000000
04.10.2018;14:50:00;116690.0000000;116700.0000000;116590.0000000;116610.0000000
04.10.2018;14:51:00;116620.0000000;116630.0000000;116240.0000000;116450.0000000
04.10.2018;14:52:00;116460.0000000;116460.0000000;116330.0000000;116410.0000000
04.10.2018;14:53:00;116400.0000000;116520.0000000;116370.0000000;116470.0000000
04.10.2018;14:54:00;116470.0000000;116480.0000000;116380.0000000;116450.0000000
04.10.2018;14:55:00;116440.0000000;116510.0000000;116380.0000000;116510.0000000
04.10.2018;14:56:00;116500.0000000;116600.0000000;116470.0000000;116580.0000000
04.10.2018;14:57:00;116580.0000000;116630.0000000;116570.0000000;116630.0000000
04.10.2018;14:58:00;116610.0000000;116620.0000000;116470.0000000;116510.0000000
04.10.2018;14:59:00;116520.0000000;116530.0000000;116440.0000000;116480.0000000
04.10.2018;15:00:00;116490.0000000;116540.0000000;116430.0000000;116440.0000000
04.10.2018;15:01:00;116450.0000000;116500.0000000;116420.0000000;116450.0000000
04.10.2018;15:02:00;116440.0000000;116500.0000000;116410.0000000;116440.0000000
04.10.2018;15:03:00;116440.0000000;116480.0000000;116300.0000000;116320.0000000
04.10.2018;15:04:00;116330.0000000;116390.0000000;116280.0000000;116360.0000000
04.10.2018;15:05:00;116340.0000000;116370.0000000;116280.0000000;116310.0000000
04.10.2018;15:06:00;116290.0000000;116290.0000000;116160.0000000;116250.0000000
04.10.2018;15:07:00;116250.0000000;116280.0000000;116150.0000000;116150.0000000
04.10.2018;15:08:00;116150.0000000;116170.0000000;116060.0000000;116060.0000000
04.10.2018;15:09:00;116060.0000000;116270.0000000;116020.0000000;116250.0000000
04.10.2018;15:10:00;116250.0000000;116330.0000000;116180.0000000;116310.0000000
04.10.2018;15:11:00;116300.0000000;116350.0000000;116300.0000000;116330.0000000
04.10.2018;15:12:00;116320.0000000;116330.0000000;116190.0000000;116240.0000000
04.10.2018;15:13:00;116230.0000000;116440.0000000;116230.0000000;116320.0000000
04.10.2018;15:14:00;116320.0000000;116500.0000000;116320.0000000;116440.0000000
04.10.2018;15:15:00;116450.0000000;116460.0000000;116330.0000000;116340.0000000
04.10.2018;15:16:00;116340.0000000;116360.0000000;116270.0000000;116270.0000000
04.10.2018;15:17:00;116270.0000000;116350.0000000;116210.0000000;116310.0000000
04.10.2018;15:18:00;116310.0000000;116330.0000000;116240.0000000;116240.0000000
04.10.2018;15:19:00;116240.0000000;116420.0000000;116230.0000000;116420.0000000
04.10.2018;15:20:00;116410.0000000;116410.0000000;116250.0000000;116250.0000000
04.10.2018;15:21:00;116250.0000000;116300.0000000;116220.0000000;116280.0000000
04.10.2018;15:22:00;116280.0000000;116300.0000000;116190.0000000;116220.0000000
04.10.2018;15:23:00;116210.0000000;116220.0000000;116080.0000000;116140.0000000
04.10.2018;15:24:00;116130.0000000;116260.0000000;116110.0000000;116120.0000000
04.10.2018;15:25:00;116140.0000000;116230.0000000;116120.0000000;116120.0000000
04.10.2018;15:26:00;116120.0000000;116160.0000000;116050.0000000;116090.0000000
04.10.2018;15:27:00;116070.0000000;116080.0000000;115910.0000000;115960.0000000
04.10.2018;15:28:00;115950.0000000;116060.0000000;115900.0000000;116060.0000000
04.10.2018;15:29:00;116050.0000000;116150.0000000;116020.0000000;116030.0000000
04.10.2018;15:30:00;116060.0000000;116140.0000000;116020.0000000;116080.0000000
04.10.2018;15:31:00;116080.0000000;116090.0000000;115940.0000000;115960.0000000
04.10.2018;15:32:00;115950.0000000;116000.0000000;115920.0000000;115930.0000000
04.10.2018;15:33:00;115940.0000000;115980.0000000;115810.0000000;115870.0000000
04.10.2018;15:34:00;115870.0000000;115970.0000000;115820.0000000;115920.0000000
04.10.2018;15:35:00;115920.0000000;115950.0000000;115900.0000000;115900.0000000
04.10.2018;15:36:00;115900.0000000;115970.0000000;115900.0000000;115950.0000000
04.10.2018;15:37:00;115960.0000000;115960.0000000;115920.0000000;115950.0000000
04.10.2018;15:38:00;115940.0000000;115950.0000000;115890.0000000;115940.0000000
04.10.2018;15:39:00;115940.0000000;116010.0000000;115940.0000000;115960.0000000
04.10.2018;15:40:00;115950.0000000;115970.0000000;115900.0000000;115920.0000000
04.10.2018;15:41:00;115910.0000000;115990.0000000;115850.0000000;115870.0000000
04.10.2018;15:42:00;115860.0000000;115890.0000000;115840.0000000;115850.0000000
04.10.2018;15:43:00;115850.0000000;115950.0000000;115840.0000000;115930.0000000
04.10.2018;15:44:00;115940.0000000;116020.0000000;115920.0000000;116010.0000000
04.10.2018;15:45:00;116020.0000000;116080.0000000;116010.0000000;116050.0000000
04.10.2018;15:46:00;116050.0000000;116100.0000000;115960.0000000;115980.0000000
04.10.2018;15:47:00;115970.0000000;116030.0000000;115910.0000000;115970.0000000
04.10.2018;15:48:00;115980.0000000;116010.0000000;115940.0000000;116000.0000000
04.10.2018;15:49:00;116000.0000000;116070.0000000;115980.0000000;116040.0000000
04.10.2018;15:50:00;116050.0000000;116170.0000000;115980.0000000;116110.0000000
04.10.2018;15:51:00;116130.0000000;116170.0000000;116040.0000000;116090.0000000
04.10.2018;15:52:00;116110.0000000;116180.0000000;116050.0000000;116070.0000000
04.10.2018;15:53:00;116070.0000000;116110.0000000;116010.0000000;116090.0000000
04.10.2018;15:54:00;116090.0000000;116170.0000000;116030.0000000;116120.0000000
04.10.2018;15:55:00;116110.0000000;116180.0000000;116090.0000000;116170.0000000
04.10.2018;15:56:00;116170.0000000;116210.0000000;116130.0000000;116200.0000000
04.10.2018;15:57:00;116190.0000000;116210.0000000;116120.0000000;116120.0000000
04.10.2018;15:58:00;116110.0000000;116140.0000000;116020.0000000;116050.0000000
04.10.2018;15:59:00;116060.0000000;116090.0000000;116030.0000000;116070.0000000
04.10.2018;16:00:00;116080.0000000;116090.0000000;116000.0000000;116000.0000000
04.10.2018;16:01:00;116010.0000000;116100.0000000;115970.0000000;116060.0000000
04.10.2018;16:02:00;116070.0000000;116120.0000000;116040.0000000;116060.0000000
04.10.2018;16:03:00;116060.0000000;116100.0000000;116040.0000000;116070.0000000
04.10.2018;16:04:00;116090.0000000;116160.0000000;116090.0000000;116160.0000000
04.10.2018;16:05:00;116160.0000000;116360.0000000;116150.0000000;116330.0000000
04.10.2018;16:06:00;116330.0000000;116360.0000000;116240.0000000;116270.0000000
04.10.2018;16:07:00;116290.0000000;116350.0000000;116270.0000000;116330.0000000
04.10.2018;16:08:00;116340.0000000;116340.0000000;116260.0000000;116260.0000000
04.10.2018;16:09:00;116270.0000000;116280.0000000;116200.0000000;116210.0000000
04.10.2018;16:10:00;116200.0000000;116310.0000000;116200.0000000;116290.0000000
04.10.2018;16:11:00;116290.0000000;116310.0000000;116260.0000000;116280.0000000
04.10.2018;16:12:00;116270.0000000;116270.0000000;116160.0000000;116180.0000000
04.10.2018;16:13:00;116170.0000000;116200.0000000;116110.0000000;116190.0000000
04.10.2018;16:14:00;116180.0000000;116220.0000000;116140.0000000;116140.0000000
04.10.2018;16:15:00;116150.0000000;116200.0000000;116140.0000000;116150.0000000
04.10.2018;16:16:00;116140.0000000;116150.0000000;116040.0000000;116050.0000000
04.10.2018;16:17:00;116050.0000000;116090.0000000;116020.0000000;116030.0000000
04.10.2018;16:18:00;116050.0000000;116130.0000000;116040.0000000;116120.0000000
04.10.2018;16:19:00;116140.0000000;116140.0000000;116050.0000000;116060.0000000
04.10.2018;16:20:00;116060.0000000;116100.0000000;116050.0000000;116050.0000000
04.10.2018;16:21:00;116050.0000000;116060.0000000;115910.0000000;115970.0000000
04.10.2018;16:22:00;115960.0000000;116040.0000000;115950.0000000;115960.0000000
04.10.2018;16:23:00;115970.0000000;116100.0000000;115950.0000000;116060.0000000
04.10.2018;16:24:00;116070.0000000;116130.0000000;116050.0000000;116080.0000000
04.10.2018;16:25:00;116090.0000000;116100.0000000;116050.0000000;116100.0000000
04.10.2018;16:26:00;116090.0000000;116100.0000000;116040.0000000;116050.0000000
04.10.2018;16:27:00;116040.0000000;116100.0000000;116020.0000000;116100.0000000
04.10.2018;16:28:00;116100.0000000;116170.0000000;116090.0000000;116170.0000000
04.10.2018;16:29:00;116160.0000000;116250.0000000;116140.0000000;116150.0000000
04.10.2018;16:30:00;116150.0000000;116220.0000000;116140.0000000;116140.0000000
04.10.2018;16:31:00;116150.0000000;116190.0000000;115990.0000000;115990.0000000
04.10.2018;16:32:00;116000.0000000;116030.0000000;115880.0000000;115900.0000000
04.10.2018;16:33:00;115900.0000000;115910.0000000;115730.0000000;115810.0000000
04.10.2018;16:34:00;115800.0000000;115820.0000000;115660.0000000;115660.0000000
04.10.2018;16:35:00;115660.0000000;115770.0000000;115550.0000000;115650.0000000
04.10.2018;16:36:00;115650.0000000;115760.0000000;115620.0000000;115710.0000000
04.10.2018;16:37:00;115730.0000000;115780.0000000;115700.0000000;115720.0000000
04.10.2018;16:38:00;115710.0000000;115720.0000000;115640.0000000;115680.0000000
04.10.2018;16:39:00;115680.0000000;115810.0000000;115630.0000000;115660.0000000
04.10.2018;16:40:00;115660.0000000;115780.0000000;115620.0000000;115740.0000000
04.10.2018;16:41:00;115750.0000000;115750.0000000;115630.0000000;115680.0000000
04.10.2018;16:42:00;115670.0000000;115700.0000000;115610.0000000;115640.0000000
04.10.2018;16:43:00;115650.0000000;115690.0000000;115620.0000000;115670.0000000
04.10.2018;16:44:00;115660.0000000;115700.0000000;115630.0000000;115630.0000000
04.10.2018;16:45:00;115630.0000000;115640.0000000;115470.0000000;115500.0000000
04.10.2018;16:46:00;115500.0000000;115560.0000000;115460.0000000;115490.0000000
04.10.2018;16:47:00;115470.0000000;115570.0000000;115420.0000000;115560.0000000
04.10.2018;16:48:00;115570.0000000;115580.0000000;115430.0000000;115450.0000000
04.10.2018;16:49:00;115450.0000000;115520.0000000;115420.0000000;115490.0000000
04.10.2018;16:50:00;115500.0000000;115580.0000000;115490.0000000;115560.0000000
04.10.2018;16:51:00;115570.0000000;115580.0000000;115440.0000000;115520.0000000
04.10.2018;16:52:00;115530.0000000;115610.0000000;115490.0000000;115570.0000000
04.10.2018;16:53:00;115560.0000000;115560.0000000;115480.0000000;115490.0000000
04.10.2018;16:54:00;115490.0000000;115600.0000000;115490.0000000;115570.0000000
04.10.2018;16:55:00;115550.0000000;115680.0000000;115550.0000000;115660.0000000
04.10.2018;16:56:00;115670.0000000;115700.0000000;115610.0000000;115650.0000000
04.10.2018;16:57:00;115650.0000000;115660.0000000;115580.0000000;115660.0000000
04.10.2018;16:58:00;115660.0000000;115660.0000000;115600.0000000;115640.0000000
04.10.2018;16:59:00;115640.0000000;115650.0000000;115600.0000000;115640.0000000
04.10.2018;17:00:00;115630.0000000;115660.0000000;115590.0000000;115640.0000000
04.10.2018;17:01:00;115630.0000000;115640.0000000;115520.0000000;115550.0000000
04.10.2018;17:02:00;115560.0000000;115570.0000000;115430.0000000;115480.0000000
04.10.2018;17:03:00;115470.0000000;115480.0000000;115420.0000000;115440.0000000
04.10.2018;17:04:00;115450.0000000;115520.0000000;115430.0000000;115510.0000000
04.10.2018;17:05:00;115520.0000000;115530.0000000;115430.0000000;115440.0000000
04.10.2018;17:06:00;115420.0000000;115520.0000000;115410.0000000;115500.0000000
04.10.2018;17:07:00;115480.0000000;115480.0000000;115270.0000000;115290.0000000
04.10.2018;17:08:00;115290.0000000;115330.0000000;115200.0000000;115210.0000000
04.10.2018;17:09:00;115210.0000000;115260.0000000;115130.0000000;115170.0000000
04.10.2018;17:10:00;115160.0000000;115260.0000000;115130.0000000;115220.0000000
04.10.2018;17:11:00;115210.0000000;115230.0000000;115150.0000000;115220.0000000
04.10.2018;17:12:00;115210.0000000;115220.0000000;115140.0000000;115160.0000000
04.10.2018;17:13:00;115150.0000000;115180.0000000;115090.0000000;115140.0000000
04.10.2018;17:14:00;115130.0000000;115230.0000000;115110.0000000;115210.0000000
04.10.2018;17:15:00;115220.0000000;115270.0000000;115170.0000000;115190.0000000
04.10.2018;17:16:00;115180.0000000;115180.0000000;115070.0000000;115150.0000000
04.10.2018;17:17:00;115140.0000000;115190.0000000;115100.0000000;115180.0000000
04.10.2018;17:18:00;115180.0000000;115190.0000000;115050.0000000;115120.0000000
04.10.2018;17:19:00;115130.0000000;115300.0000000;115110.0000000;115300.0000000
04.10.2018;17:20:00;115290.0000000;115350.0000000;115230.0000000;115270.0000000
04.10.2018;17:21:00;115270.0000000;115350.0000000;115220.0000000;115350.0000000
04.10.2018;17:22:00;115350.0000000;115410.0000000;115320.0000000;115410.0000000
04.10.2018;17:23:00;115410.0000000;115420.0000000;115370.0000000;115380.0000000
04.10.2018;17:24:00;115380.0000000;115400.0000000;115330.0000000;115350.0000000
04.10.2018;17:25:00;115330.0000000;115420.0000000;115310.0000000;115370.0000000
04.10.2018;17:26:00;115350.0000000;115450.0000000;115290.0000000;115370.0000000
04.10.2018;17:27:00;115380.0000000;115460.0000000;115360.0000000;115420.0000000
04.10.2018;17:28:00;115420.0000000;115490.0000000;115390.0000000;115430.0000000
04.10.2018;17:29:00;115440.0000000;115530.0000000;115390.0000000;115510.0000000
04.10.2018;17:30:00;115530.0000000;115530.0000000;115450.0000000;115470.0000000
04.10.2018;17:31:00;115480.0000000;115510.0000000;115410.0000000;115490.0000000
04.10.2018;17:32:00;115490.0000000;115500.0000000;115320.0000000;115320.0000000
04.10.2018;17:33:00;115320.0000000;115330.0000000;115250.0000000;115260.0000000
